0	file	0.11880872481003683	0.41658593746220307	0.370728601212212	0.002763392314288164	0.0024539738328202957	6.824158565017993E-4	5.072031716723402E-4	0.06789511110150355	9.071715383368824E-4	0.018667468700425058
1	sy	0.0025268106349689515	0.27666059404403215	0.0014468347725134867	0.006721114953454466	0.005968548199933416	0.0016597699117470999	0.0012336181163783225	0.0014546207239995862	0.002206420043993978	0.7001216685989786
2	sy	0.0025268106349689515	0.27666059404403215	0.0014468347725134867	0.006721114953454466	0.005968548199933416	0.0016597699117470999	0.0012336181163783225	0.0014546207239995862	0.002206420043993978	0.7001216685989786
3	sy	0.16643449619553516	0.49054537188746755	7.299585240742462E-4	0.33371027796924896	0.003011257897348319	8.373887731333615E-4	6.223862438268693E-4	7.338867000921846E-4	0.0011131852436776185	0.002261790565595736
4	sy	0.0027520368881109136	0.7469936210826739	0.0015757978100355765	0.2301566967811946	0.006500552351397947	0.001807712837555293	0.0013435761727181277	0.0015842777591865943	0.0024030884102295797	0.004882639906897466
5	sy	0.09866454803961351	0.5169607955433299	5.755025763732357E-4	0.2956518365200206	0.0023740892405442245	6.602010668694583E-4	4.906921078507635E-4	5.785995679751054E-4	0.08226052950477974	0.0017832058326434832
6	account	0.004595196299371689	0.35429628352170217	0.0026311784905630443	0.012222856012375927	0.6061820037502603	0.003018417150346712	0.0022434278709964335	0.00264533783236764	0.00401254177131688	0.0081527573006992
7	order	0.0027520368881109136	0.6132917223184656	0.0015757978100355765	0.007320198840847383	0.3630389490559535	0.001807712837555293	0.0013435761727181277	0.0015842777591865943	0.0024030884102295797	0.004882639906897466
8	storage	0.004595196299371689	0.27988031510760714	0.0026311784905630443	0.012222856012375927	0.6805979721643554	0.003018417150346712	0.0022434278709964335	0.00264533783236764	0.00401254177131688	0.0081527573006992
9	user	0.0037565535813948786	0.8371483775774207	0.002150977311538412	0.13166161343940033	0.008873308828883939	0.0024675432816284796	0.0018339928164864377	0.0021625525137062757	0.0032802359637167148	0.0066648446858238505
10	client	8.295515411306246E-4	0.29233767663001614	4.749956323160273E-4	0.002206541000973248	0.08256349198907416	0.1617529392796911	0.45716110168020757	4.7755175898617707E-4	7.243673596059546E-4	0.001471783127999061
