0	namespace	0.9966102310745691	5.063293722905649E-4	1.998708092939085E-4	3.884884684868886E-4	4.510233492614709E-4	5.678051008324829E-4	1.5021172774695672E-4	5.2905486114861224E-5	3.152374312735328E-4	7.578971801302507E-4
1	namespace	0.9968281770455482	4.7377480910156417E-4	1.8702006974198439E-4	3.6351051325126613E-4	4.220246995153106E-4	5.312979415688084E-4	1.4055383023936155E-4	4.950391574382086E-5	2.94969168285931E-4	7.091680070038757E-4
2	namespace	0.9970197903114049	4.4515355887533896E-4	1.7572198442680686E-4	3.415504487654448E-4	3.9652972955398906E-4	4.992016565021631E-4	1.3206282086475219E-4	4.6513330485882144E-5	2.7714976081143325E-4	6.663263983092686E-4
3	namespace	0.9970197903114049	4.4515355887533896E-4	1.7572198442680686E-4	3.415504487654448E-4	3.9652972955398906E-4	4.992016565021631E-4	1.3206282086475219E-4	4.6513330485882144E-5	2.7714976081143325E-4	6.663263983092686E-4
4	controller	0.9317875477775696	0.06300171014396524	3.6119197820894003E-4	7.020480826582478E-4	8.150565673580694E-4	0.0010260960483991079	2.7145170065992014E-4	9.560694358240498E-5	5.696741400579412E-4	0.0013696166175405867
5	admin	0.9953254068482132	6.982434107826816E-4	2.7562784865892744E-4	5.357372653671747E-4	6.219747440411853E-4	7.830202867187391E-4	2.0714648381371236E-4	7.295825424237367E-5	4.347218851299185E-4	0.0010451629730321768
6	biz	7.061239867378263E-4	0.00132692299190164	5.237957479383173E-4	0.0010181006853145463	0.0011819840696029901	0.9918984356416428	3.9365560464922806E-4	1.3864790345059444E-4	8.261337744886312E-4	0.0019861995942734457
7	base	9.674414673017916E-4	0.0018179814740643175	7.176384551004228E-4	0.0013948723444617427	0.00161940455798257	0.002038710789229699	5.393369477969924E-4	1.89957760495059E-4	0.0011318636471637008	0.9895827925564036
8	config	0.6162953742354026	0.09545575156398532	2.7562784865892744E-4	5.357372653671747E-4	6.219747440411853E-4	0.190298036593124	2.0714648381371236E-4	7.295825424237367E-5	4.347218851299185E-4	0.0958026711262348
9	config	7.759922402774232E-4	0.0014582169201167226	5.756233232753168E-4	0.0011188378336714744	0.0012989368487265353	0.9910968169977667	4.3260631317844757E-4	1.5236658041520567E-4	9.078765351052969E-4	0.0021827264074667577
10	default	0.0011035760662588044	0.7056543457174151	8.186217461657729E-4	0.0015911533533160918	0.2832794988519069	0.0023255902388517836	6.152303445270488E-4	2.166878774249137E-4	0.001291135095502999	0.003104160708630553
11	default	6.477979978821961E-4	0.001217318875497831	4.8053010970668493E-4	9.340053559660855E-4	0.001084351938467367	0.9925676265505393	3.611395694472514E-4	1.271955576538238E-4	7.578949520876383E-4	0.0018221390927518303
12	local	0.2204843846489466	0.770299474173293	6.38833435491901E-4	0.0012416991948410046	0.001441575169048712	0.0018148367164574012	4.801115001573523E-4	1.690981968328675E-4	0.0010075719007070164	0.0024224150642241297
13	xml	5.983723192747182E-4	0.07742241978251237	4.438666330654715E-4	8.627426341105638E-4	0.0010016180760854241	0.9168367217523501	3.335853498443857E-4	1.1749079355537087E-4	7.000690982835553E-4	0.0016831135609179837
14	abstract	0.0015357995360787689	0.0028860196702699312	0.0011392408157667904	0.002214339959489435	0.0025707816471935807	0.982379328536113	8.561897150500881E-4	3.0155523646979113E-4	0.0017968174023660808	0.004319927481202487
15	apollo	0.06898260164251072	5.063293722905649E-4	1.998708092939085E-4	3.884884684868886E-4	4.510233492614709E-4	0.9281954345328909	1.5021172774695672E-4	5.2905486114861224E-5	3.152374312735328E-4	7.578971801302507E-4
16	config	1.0040867585024916E-4	1.8868439972931077E-4	7.448215675189147E-5	1.4477081024669947E-4	1.6807452732658644E-4	0.9988479822739116	5.5976625559009325E-5	1.9715308722483904E-5	1.1747370140305164E-4	2.824315204991682E-4
17	base	9.674414673017916E-4	0.0018179814740643175	7.176384551004228E-4	0.0013948723444617427	0.00161940455798257	0.002038710789229699	5.393369477969924E-4	1.89957760495059E-4	0.0011318636471637008	0.9895827925564036
18	legacy	7.759922402774232E-4	0.0014582169201167226	5.756233232753168E-4	0.0011188378336714744	0.0012989368487265353	0.9910968169977667	4.3260631317844757E-4	1.5236658041520567E-4	9.078765351052969E-4	0.0021827264074667577
19	meta	7.759922402774232E-4	0.0014582169201167226	5.756233232753168E-4	0.0011188378336714744	0.0012989368487265353	0.9910968169977667	4.3260631317844757E-4	1.5236658041520567E-4	9.078765351052969E-4	0.0021827264074667577
20	default	0.0015357995360787689	0.0028860196702699312	0.0011392408157667904	0.002214339959489435	0.0025707816471935807	0.982379328536113	8.561897150500881E-4	3.0155523646979113E-4	0.0017968174023660808	0.004319927481202487
21	config	0.7848501229161255	0.19871460051528167	0.0011392408157667904	0.002214339959489435	0.0025707816471935807	0.0032364243110544967	8.561897150500881E-4	3.0155523646979113E-4	0.0017968174023660808	0.004319927481202487
22	disk	4.584554273813565E-4	0.994635408344304	3.4007767473102137E-4	6.610082557306345E-4	7.674105708987743E-4	9.661132562263008E-4	2.555833704280257E-4	9.001802095071964E-5	5.363725348109175E-4	0.0012895525445383235
23	disk	0.0011035760662588044	0.8463704547102351	8.186217461657729E-4	0.0015911533533160918	0.0018472808662671149	0.0023255902388517836	6.152303445270488E-4	2.166878774249137E-4	0.001291135095502999	0.14382026970145045
24	config	1.2834264844907735E-4	0.08206552351755605	9.520329970284494E-5	1.850464518911802E-4	2.1483332781016255E-4	2.7045930007652436E-4	7.154947831599898E-5	0.9164578820104587	1.5015521152444647E-4	3.610047542149037E-4
