0	wikipedia	5.1967537706705156E-5	0.40975827620786537	2.566153312512627E-5	0.10125806212375747	2.7684570042802787E-4	8.850523264148392E-5	1.4996939767473612E-4	2.547989830084705E-5	0.4883396388209446	2.5593547555694095E-5
1	random	2.491273811532394E-4	1.2204983079047158E-4	1.230189234656571E-4	0.0010932617451596934	0.0013271716801442747	4.2428557902381034E-4	0.9962823709426095	1.2214818357502973E-4	1.3387272689843516E-4	1.226930071799089E-4
2	random	2.9709047516813175E-4	1.4554739850706206E-4	1.467030651464337E-4	0.0013037412822673622	0.9962919691647879	5.059708960759918E-4	8.573521390858044E-4	1.456646866002585E-4	1.5964649033036433E-4	1.4631440203060215E-4
3	random	2.491273811532394E-4	1.2204983079047158E-4	1.230189234656571E-4	0.0010932617451596934	0.0013271716801442747	4.2428557902381034E-4	0.9962823709426095	1.2214818357502973E-4	1.3387272689843516E-4	1.226930071799089E-4
4	random	4.374599984110663E-4	2.143157389465311E-4	2.1601743579809503E-4	0.0019197339091613546	0.994539996065636	7.450323921296554E-4	0.001262434499759526	2.1448844340309206E-4	2.350763799032254E-4	2.1544513685132507E-4
5	random	4.374599984110663E-4	2.143157389465311E-4	2.1601743579809503E-4	0.0019197339091613546	0.0023304725413944216	7.450323921296554E-4	0.9934719580240012	2.1448844340309206E-4	2.350763799032254E-4	2.1544513685132507E-4
6	random	1.2156245508155325E-4	5.9554582095702144E-5	6.0027453781872355E-5	5.334603574008935E-4	0.04003582754525451	2.0703142465944912E-4	0.9587977415863251	5.9602573632801154E-5	6.532359981830306E-5	5.986842194979026E-5
7	random	2.6329648106338953E-4	1.2899140517094236E-4	1.3001561491464655E-4	0.0011554409196181785	0.5132769358091779	4.484167874513834E-4	0.48419664974112425	1.2909535176226872E-4	1.4148672755098245E-4	1.2967116216617097E-4
8	random	2.710031215115087E-4	1.3276696030382993E-4	1.3382114848175514E-4	0.0011892604666572353	0.9966175693433637	4.6154186583386467E-4	7.820685122783946E-4	1.3287394939311115E-4	1.4562801851321868E-4	1.334666136635415E-4
9	random	3.1746363829934587E-4	1.5552840140333493E-4	1.5676331859746062E-4	0.001393146147265136	0.9960376886562708	5.406681632959155E-4	9.161455924289498E-4	1.556537326000832E-4	1.7059434717089627E-4	1.563480026680125E-4
10	random	3.1746363829934587E-4	1.5552840140333493E-4	1.5676331859746062E-4	0.001393146147265136	0.9960376886562708	5.406681632959155E-4	9.161455924289498E-4	1.556537326000832E-4	1.7059434717089627E-4	1.563480026680125E-4
11	random	2.710031215115087E-4	1.3276696030382993E-4	1.3382114848175514E-4	0.0011892604666572353	0.9966175693433637	4.6154186583386467E-4	7.820685122783946E-4	1.3287394939311115E-4	1.4562801851321868E-4	1.334666136635415E-4
12	random	2.710031215115087E-4	1.3276696030382993E-4	1.3382114848175514E-4	0.0011892604666572353	0.9966175693433637	4.6154186583386467E-4	7.820685122783946E-4	1.3287394939311115E-4	1.4562801851321868E-4	1.334666136635415E-4
13	rock	4.648806629090659E-5	2.277493785836153E-5	2.2955774040709325E-5	0.02530883372484059	2.4765501391438944E-4	0.492133785297322	1.3415658328970478E-4	0.4820354745127153	2.4981132839712998E-5	2.28949568883473E-5
14	rock	6.512712605061656E-5	3.1906387317009325E-5	3.215972848135414E-5	0.014353973227628563	3.4695053150499844E-4	0.9848829335207736	1.8794571182535315E-4	3.1932098799094094E-5	3.4997140495332426E-5	3.207452712401792E-5
15	rock	6.605641909382975E-5	3.23616566581548E-5	0.39956207412326955	0.0074243342045133805	3.519011371100444E-4	0.5922722285250825	1.9062749210789335E-4	3.238773501504091E-5	3.5496511512708363E-5	3.2532195636789964E-5
16	rock	8.804070290210774E-5	4.313196262143065E-5	4.347443641899422E-5	0.0669484969022787	4.6901760477224006E-4	1.499409676911715E-4	2.540703633027029E-4	4.316672013481515E-5	4.73101307491783E-5	0.9319133502091287
17	retry	2.9709047516813175E-4	1.4554739850706206E-4	1.467030651464337E-4	0.9960130258651417	0.0015826845819136223	5.059708960759918E-4	8.573521390858044E-4	1.456646866002585E-4	1.5964649033036433E-4	1.4631440203060215E-4
18	retry	3.538632223915685E-4	1.7336089760962978E-4	1.7473740731020851E-4	0.9188128047838715	0.07832345598555938	6.026598180923627E-4	0.0010211885469889694	1.7350059896687847E-4	1.9015426691090022E-4	1.742744722985254E-4
19	retry	6.105414343029277E-4	2.991099509106497E-4	3.014849256289697E-4	0.9918064929363775	0.003252526066828025	0.0010398051180568796	0.0017619178279071246	2.993509860384379E-4	3.2808455785251177E-4	3.006861960969437E-4
20	yarn	0.8441549337932127	6.960754862401754E-5	7.016024226621488E-5	0.1540803918883632	7.569135217946884E-4	2.419788612658608E-4	4.1002574639920444E-4	6.966364125592942E-5	7.635039136604966E-5	6.99743654521247E-5
21	yarn	0.7720489962636273	1.1293367132407016E-4	1.1383038042192913E-4	0.225087935672485	0.0012280424261573723	3.925947936075188E-4	6.652398165660566E-4	1.1302467793156118E-4	1.2387349036771625E-4	1.1352880751145916E-4
